label,Fx,Fy,Fz,Tx,Ty,Tz
obstruction,"[-1, -35, -78, -60, -92, -66, 27, 4, 11, 13, 11, 10, 10, 10, 11]","[-86, -79, -159, -113, -195, -110, -38, -44, -50, -63, -58, -53, -56, -57, -58]","[-628, -685, -1032, -800, -1274, -614, -640, -654, -606, -598, -601, -595, -599, -599, -601]","[-338, -418, -535, -453, -672, -340, -498, -476, -445, -425, -429, -425, -427, -426, -429]","[-98, -206, -395, -302, -468, -284, -38, -88, -70, -63, -64, -63, -65, -67, -64]","[16, 46, 104, 76, 123, 83, 3, 9, 3, 2, 3, 3, 3, 4, 3]"
obstruction,"[-37, -51, -7, -7, -2, -5, -3, -1, -1, 0, 0, 1, 0, -1, -2]","[26, 23, 31, 32, 21, 12, 8, 6, 6, 4, 0, 1, 0, -1, -1]","[-779, -1340, 0, 52, 58, 58, 57, 56, 56, 58, 59, 59, 58, 58, 54]","[-150, -185, -51, -50, -37, -26, -18, -18, -18, -14, -11, -10, -10, -8, -8]","[5, 1, -16, -12, -4, -10, -8, -8, -8, -4, -3, -2, -2, -5, -7]","[3, 4, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
obstruction,"[-18, -6, 35, 68, 52, -16, -8, -6, -10, -8, -5, -2, 1, -1, -1]","[-9, -12, 20, 47, 25, 6, -16, 1, -3, -2, -2, -1, 2, 2, 0]","[46, 62, -650, -1145, -877, 0, 72, 60, 58, 55, 58, 57, 53, 56, 56]","[-4, 8, -97, -131, -117, 5, 11, -12, -5, -7, -5, -7, -10, -11, -10]","[-11, -16, -427, -633, -530, -45, -14, -13, -16, -14, -11, -9, -7, -8, -8]","[-2, 2, -13, -32, -17, -4, -1, -1, -1, 0, 0, -1, 0, -1, 0]"
obstruction,"[-21, -43, -104, -134, -53, -29, -17, -8, -9, -10, -7, -4, -4, -8, -8]","[1, -86, -105, -118, -5, -9, 1, 6, 6, 6, 6, 9, 8, 7, 7]","[-185, -750, -1173, -1194, -236, -256, -217, -210, -217, -225, -226, -217, -213, -216, -218]","[-202, -315, -221, -183, -273, -267, -245, -242, -253, -258, -259, -252, -249, -249, -252]","[3, 127, 230, 195, 26, 12, 27, 31, 34, 35, 38, 40, 39, 37, 35]","[11, 10, 16, 15, 9, -2, 3, 3, 4, 5, 4, 3, 4, 3, 3]"
fr_collision,"[-12, -10, -11, -12, -12, -14, -12, -15, -14, -14, -13, -15, -16, -15, -16]","[41, 40, 39, 43, 49, 51, 54, 54, 59, 62, 67, 68, 74, 77, 83]","[-133, -136, -142, -155, -169, -182, -195, -216, -235, -256, -278, -303, -328, -359, -394]","[-150, -145, -148, -158, -171, -175, -184, -188, -204, -213, -226, -233, -247, -259, -274]","[-53, -51, -54, -57, -58, -64, -60, -66, -66, -67, -67, -71, -75, -76, -79]","[-3, -3, -3, -3, -4, -4, -5, -4, -6, -5, -6, -6, -7, -7, -8]"
obstruction,"[-17, -20, -19, -21, -19, -21, -21, -25, -24, -25, -24, -25, -25, -31, -24]","[99, 107, 113, 121, 127, 134, 137, 142, 145, 151, 134, 127, 123, 141, 81]","[-511, -554, -601, -657, -728, -800, -878, -966, -1083, -1180, -1287, -1409, -1491, -589, -481]","[-319, -340, -357, -374, -391, -407, -419, -427, -431, -441, -390, -359, -346, -360, -284]","[-87, -91, -94, -99, -100, -105, -109, -118, -115, -124, -121, -124, -127, -74, -148]","[-10, -12, -12, -12, -14, -14, -15, -15, -15, -14, -15, -14, -14, -16, -8]"
fr_collision,"[4, 4, 5, 4, 6, 6, 7, 6, 6, 8, 6, 7, 9, 8, 9]","[8, 7, 10, 8, 9, 11, 8, 10, 9, 11, 11, 12, 8, 11, 12]","[41, 33, 37, 27, 37, 29, 26, 23, 15, 24, 16, 12, 6, 7, 2]","[-28, -24, -31, -26, -30, -32, -28, -31, -28, -31, -32, -32, -28, -34, -32]","[10, 13, 14, 13, 15, 15, 18, 17, 17, 17, 17, 24, 22, 22, 23]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0]"
fr_collision,"[6, 8, 6, 7, 9, 8, 9, 8, 11, 12, 11, 11, 14, 12, 14]","[9, 11, 11, 12, 8, 11, 13, 12, 14, 13, 13, 14, 13, 14, 15]","[15, 24, 16, 12, 6, 7, 0, -8, -21, -13, -16, -24, -26, -31, -35]","[-28, -31, -32, -32, -28, -34, -33, -35, -36, -35, -37, -35, -36, -36, -38]","[17, 17, 17, 24, 22, 22, 22, 20, 27, 29, 30, 27, 32, 29, 35]","[1, 1, 1, 0, 1, 1, 2, 1, 1, 0, 2, 1, 2, 3, 1]"
fr_collision,"[14, 12, 14, 12, 14, 12, 15, 16, 17, 14, 16, 16, 17, 16, 20]","[13, 14, 15, 16, 19, 17, 16, 18, 15, 15, 19, 20, 17, 19, 19]","[-26, -31, -35, -52, -52, -63, -64, -83, -91, -99, -113, -132, -139, -160, -174]","[-36, -36, -38, -37, -45, -42, -41, -45, -37, -41, -42, -42, -40, -43, -43]","[32, 29, 35, 31, 36, 30, 37, 39, 36, 32, 38, 36, 39, 39, 45]","[2, 3, 1, 2, 1, 2, 2, 1, 2, 2, 1, 3, 2, 3, 2]"
obstruction,"[30, 31, 36, 37, 42, 45, 50, 55, 58, 64, 70, 74, 74, 29, 19]","[22, 23, 23, 28, 28, 32, 34, 37, 45, 48, 54, 61, 61, -24, -6]","[-325, -368, -415, -476, -540, -606, -702, -812, -924, -1082, -1251, -1436, -1437, -346, -380]","[-46, -48, -47, -53, -54, -62, -65, -69, -83, -89, -101, -109, -111, 20, 32]","[66, 68, 78, 83, 92, 97, 110, 116, 126, 141, 151, 156, 157, 6, 25]","[4, 4, 4, 5, 5, 6, 6, 6, 6, 6, 6, 6, 8, -2, 1]"
fr_collision,"[0, -1, 1, 2, 2, 2, 2, 5, 3, 7, 7, 9, 13, 16, 16]","[1, 1, 1, 1, 2, 2, 2, 3, 7, 8, 9, 12, 13, 12, 11]","[70, 60, 53, 51, 57, 45, 29, 22, 3, -4, -22, -34, -49, -69, -94]","[-10, -4, -6, -2, -4, 0, 3, 7, 6, 14, 20, 24, 33, 49, 64]","[-2, -1, 3, 8, 9, 13, 19, 30, 36, 50, 56, 72, 87, 107, 122]","[-1, 0, 1, 1, 2, 1, 3, 4, 5, 8, 9, 10, 12, 13, 17]"
obstruction,"[18, 20, 21, 19, 20, 13, 12, 5, 1, -8, -12, -12, -18, -22, -25]","[14, 11, 10, 15, 17, 21, 23, 27, 37, 44, 50, 55, 65, 69, 78]","[-113, -139, -157, -177, -192, -227, -234, -242, -243, -280, -304, -325, -359, -399, -429]","[74, 89, 99, 103, 105, 109, 108, 102, 76, 70, 65, 64, 57, 66, 60]","[140, 154, 165, 170, 178, 171, 170, 155, 144, 131, 132, 137, 138, 138, 144]","[12, 13, 16, 21, 22, 21, 20, 18, 18, 16, 16, 17, 16, 16, 17]"
obstruction,"[-26, -29, -29, -32, -31, -37, -40, -43, -49, -77, -109, -141, -184, -226, -260]","[87, 87, 82, 77, 68, 66, 64, 60, 60, 80, 110, 139, 177, 212, 236]","[-454, -475, -476, -498, -515, -589, -637, -669, -727, -807, -968, -1107, -1241, -1371, -1501]","[51, 61, 76, 107, 153, 198, 238, 273, 299, 305, 318, 336, 311, 312, 327]","[150, 150, 150, 150, 163, 166, 178, 186, 188, 153, 141, 118, 77, 19, 2]","[18, 19, 18, 16, 13, 13, 12, 9, 7, 0, -8, -15, -22, -38, -50]"
obstruction,"[-254, -246, -247, -249, -251, -250, -249, -250, -248, -248, -248, -243, -249, -247, -241]","[219, 205, 203, 200, 195, 194, 192, 190, 190, 188, 185, 187, 181, 186, 183]","[-1428, -1334, -1302, -1293, -1286, -1278, -1266, -1259, -1252, -1249, -1248, -1241, -1238, -1232, -1227]","[308, 293, 291, 298, 279, 291, 290, 296, 295, 290, 277, 306, 276, 285, 307]","[-20, -48, -60, -70, -80, -85, -89, -95, -92, -93, -100, -112, -89, -83, -95]","[-51, -57, -61, -64, -62, -65, -67, -68, -68, -68, -64, -78, -59, -63, -71]"
fr_collision,"[0, 1, 1, -1, -1, -1, -3, -5, -4, -2, -5, -5, -5, -9, -12]","[0, -3, 0, 1, -1, -1, -1, -1, -4, -6, -6, -7, -4, -4, -2]","[50, 47, 42, 34, 46, 44, 37, 36, 30, 22, 9, -2, -11, -14, -33]","[-11, -9, -15, -18, -13, -14, -13, -17, -14, -14, -20, -25, -39, -46, -55]","[-7, -7, -6, -10, -11, -9, -13, -24, -21, -22, -27, -33, -38, -48, -59]","[0, 0, -1, 0, 1, 2, 2, 2, 2, 3, 3, 4, 3, 2, 4]"
obstruction,"[-14, -14, -16, -14, -11, -7, 0, 2, 5, 6, 8, 10, 13, 17, 24]","[-4, -9, -9, -8, -6, -6, -8, -9, -10, -10, -12, -11, -22, -49, -127]","[-51, -67, -84, -103, -124, -149, -177, -215, -260, -323, -396, -477, -605, -768, -866]","[-62, -62, -69, -83, -103, -122, -134, -152, -183, -220, -261, -306, -370, -396, -259]","[-70, -79, -87, -87, -84, -79, -71, -69, -78, -97, -115, -134, -171, -215, -238]","[6, 9, 9, 8, 6, 4, 1, -1, -1, 0, 1, -1, -3, 3, 25]"
obstruction,"[8, 6, 10, 17, 13, 24, 32, 37, 47, 45, 37, 8, 1, 5, 5]","[-12, -10, -11, -49, -22, -127, -183, -264, -343, -353, -10, 7, 9, 9, 8]","[-396, -323, -477, -768, -605, -866, -1053, -1242, -1407, -1267, -335, -341, -338, -341, -343]","[-261, -220, -306, -396, -370, -259, -219, -126, -36, -6, -335, -296, -312, -312, -312]","[-115, -97, -134, -215, -171, -238, -290, -343, -385, -404, -46, -154, -128, -109, -117]","[1, 0, -1, 3, -3, 25, 43, 64, 86, 97, -18, 6, -11, -14, -9]"
obstruction,"[-1, -2, 6, 14, 20, -21, 3, 8, 2, -1, 2, 1, -1, -2, -1]","[-1, -1, 4, 13, -25, 29, -9, 4, -2, -4, -2, 0, 1, 2, 2]","[61, 58, -49, -887, -1326, 34, 67, 56, 59, 54, 58, 59, 61, 63, 61]","[-5, -6, -57, -220, -166, -61, 26, -11, -4, -5, -5, -7, -8, -8, -9]","[-1, -4, -27, -184, -275, -45, 3, 10, 1, -3, -2, -1, -4, -5, -4]","[-1, 0, -2, -14, -4, -3, 0, -1, -1, -1, -1, 0, 0, -1, -1]"
obstruction,"[-3, 0, -3, -2, -3, -2, -3, -4, -4, -4, -1, 0, 2, 0, -3]","[0, -4, 1, -1, 0, 0, -1, -2, -3, 0, 3, 7, 12, 6, -10]","[44, 30, 33, 23, 15, -2, -59, -110, -189, -297, -457, -683, -991, -1368, -1547]","[-11, -5, -15, -13, -16, -19, -27, -33, -46, -69, -106, -144, -197, -190, -127]","[-8, -6, -8, -9, -14, -15, -23, -29, -36, -39, -44, -52, -70, -80, -70]","[-2, -2, -2, -2, -1, -2, -2, -2, -3, -6, -9, -14, -20, -24, -25]"
normal,"[-1, -1, -4, -2, -2, -2, -2, -1, -2, -2, -3, -2, -1, -2, -1]","[2, 0, 1, 1, 1, 2, 0, 2, 3, 5, 2, 2, -1, 1, 0]","[56, 58, 57, 53, 51, 57, 58, 54, 57, 53, 53, 52, 54, 56, 50]","[-11, -8, -13, -12, -11, -14, -12, -14, -17, -20, -16, -18, -12, -16, -16]","[-2, -6, -8, -7, -6, -8, -8, -8, -8, -7, -9, -9, -8, -8, -9]","[-1, 0, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, 0, -1, 0]"
fr_collision,"[-6, -5, -5, -8, -5, -7, -7, -8, -9, -10, -10, -10, -11, -11, -13]","[8, 7, 7, 10, 11, 10, 10, 11, 13, 12, 15, 11, 14, 14, 16]","[38, 41, 40, 31, 41, 34, 34, 33, 27, 23, 24, 23, 18, 17, 7]","[-45, -42, -44, -50, -55, -56, -58, -64, -65, -66, -71, -70, -79, -83, -87]","[-21, -20, -22, -25, -25, -29, -30, -30, -33, -36, -35, -37, -42, -44, -49]","[-1, 1, -1, 0, 0, 1, 2, 0, 0, 1, 1, 2, 2, 2, 2]"
fr_collision,"[-13, -14, -16, -16, -18, -18, -20, -22, -24, -25, -28, -32, -33, -35, -41]","[15, 17, 19, 18, 19, 17, 20, 20, 22, 21, 23, 30, 28, 29, 32]","[-2, 0, -9, -9, -13, -20, -23, -28, -42, -47, -57, -66, -76, -83, -101]","[-88, -95, -103, -107, -112, -108, -122, -126, -138, -145, -156, -173, -181, -190, -206]","[-51, -54, -61, -64, -69, -67, -79, -85, -95, -97, -108, -120, -125, -137, -152]","[3, 4, 4, 6, 5, 6, 7, 3, -2, 4, 9, 8, 13, 15, 18]"
obstruction,"[-59, -71, -75, -89, -95, -100, -104, -106, -112, -115, -115, -116, -115, -118, -119]","[44, 55, 58, 66, 64, 67, 55, 34, 33, 18, -4, -27, -57, -78, -87]","[-205, -273, -305, -408, -461, -524, -567, -626, -702, -774, -848, -929, -1012, -1113, -1262]","[-305, -368, -403, -471, -503, -545, -547, -524, -567, -563, -558, -540, -516, -527, -599]","[-226, -271, -294, -342, -372, -400, -429, -440, -477, -502, -527, -543, -567, -600, -646]","[37, 42, 48, 51, 47, 51, 56, 62, 66, 73, 81, 86, 93, 101, 108]"
fr_collision,"[-1, 0, 3, 2, 3, 3, 4, 4, 4, 1, 2, 1, -3, -2, -2]","[3, 4, 2, 3, 3, 0, 0, 3, 4, 6, 4, 4, 4, 3, 1]","[43, 46, 38, 39, 32, 35, 40, 29, 27, 25, 29, 22, 26, 19, 19]","[-21, -26, -23, -26, -22, -21, -23, -34, -37, -39, -43, -37, -39, -34, -32]","[-8, -6, -4, -4, -2, -3, -5, -9, -11, -16, -18, -19, -26, -25, -26]","[0, -1, -1, 0, -1, -1, 0, -1, -2, 0, 1, 1, 1, 2, 3]"
obstruction,"[-2, -2, 0, 3, -1, 3, 6, 9, 13, 18, 22, 26, 35, 41, 53]","[1, 1, -1, 2, 1, 5, 1, 7, 9, 12, 14, 19, 17, 20, 19]","[13, 17, 12, 4, 13, -2, -22, -37, -60, -95, -117, -152, -197, -248, -313]","[-29, -33, -25, -45, -44, -54, -64, -88, -113, -142, -172, -203, -238, -285, -337]","[-25, -28, -19, -23, -30, -25, -23, -26, -26, -27, -29, -31, -28, -31, -31]","[3, 2, 2, -1, 2, -1, -3, -7, -14, -18, -24, -30, -35, -43, -53]"
obstruction,"[61, 65, 61, 58, 53, 53, 51, 50, 50, 49, 49, 49, 48, 48, 48]","[24, 32, 37, 39, 38, 38, 37, 37, 37, 36, 37, 37, 36, 36, 36]","[-386, -438, -411, -378, -364, -353, -348, -342, -336, -332, -331, -328, -325, -324, -322]","[-397, -467, -460, -438, -423, -416, -411, -407, -403, -401, -397, -395, -393, -391, -389]","[-30, -48, -47, -42, -42, -41, -43, -42, -42, -41, -42, -42, -41, -41, -42]","[-61, -69, -66, -64, -62, -61, -61, -60, -59, -58, -58, -58, -57, -57, -56]"
fr_collision,"[-2, -1, -2, -4, -3, -2, 4, 4, 5, 5, 6, 4, 6, 6, 6]","[1, 0, -2, -3, -5, -8, -13, -12, -15, -12, -12, -10, -10, -9, -4]","[38, 43, 37, 30, 22, 17, 10, 4, 3, 5, 5, 6, 4, 4, -14]","[-22, -21, -18, -16, -13, -7, -8, -10, -6, -11, -12, -13, -13, -17, -52]","[-13, -13, -17, -23, -22, -23, -12, -12, -8, -10, -9, -12, -9, -8, -20]","[3, 5, 5, 6, 7, 6, 3, 3, 3, 3, 2, 2, 3, 3, 0]"
obstruction,"[8, 13, 18, 19, 16, 13, 12, 12, 11, 11, 10, 10, 10, 10, 9]","[4, 7, 9, 17, 19, 17, 15, 17, 16, 16, 16, 16, 17, 16, 16]","[-48, -76, -95, -124, -117, -107, -103, -98, -97, -95, -94, -91, -90, -89, -88]","[-86, -114, -140, -189, -183, -176, -172, -167, -165, -163, -161, -160, -159, -158, -157]","[-23, -26, -29, -44, -46, -46, -47, -47, -47, -47, -47, -47, -47, -47, -47]","[-5, -11, -16, -21, -19, -17, -13, -14, -16, -15, -15, -14, -14, -14, -14]"
fr_collision,"[-1, -4, -2, -3, -4, -5, -4, -6, -5, -6, -5, -6, -7, 0, -3]","[3, 3, 4, 2, 2, 3, 2, 5, 5, 8, 7, 7, 9, 4, 6]","[46, 37, 37, 26, 23, 26, 24, 22, 17, 8, 11, 1, 9, 6, -12]","[-3, 0, 0, 7, 6, 5, 5, 6, 9, 2, 6, 1, 3, 24, 18]","[-2, -2, 2, -3, -5, -6, -6, -6, -2, -2, 0, -2, -2, 14, 15]","[1, 1, 2, 1, 0, 0, 1, -1, 0, 1, 0, 1, 1, 0, 1]"
obstruction,"[-2, -1, 2, -1, -3, -1, -5, -12, -15, -15, -13, -13, -11, -7, -3]","[10, 17, 24, 31, 43, 49, 56, 60, 68, 76, 81, 88, 91, 89, 81]","[-31, -54, -78, -112, -146, -172, -214, -254, -291, -345, -404, -472, -532, -553, -508]","[21, 23, 24, 24, 15, 20, 31, 52, 63, 75, 105, 137, 173, 196, 186]","[29, 46, 60, 70, 79, 92, 100, 104, 110, 126, 161, 194, 225, 245, 234]","[5, 8, 8, 14, 20, 23, 23, 18, 23, 25, 25, 29, 34, 38, 35]"
obstruction,"[-2, -2, -2, -3, -3, -3, -2, -2, -2, -2, -2, -2, -2, -2, -2]","[77, 74, 73, 71, 70, 69, 68, 67, 67, 66, 65, 65, 64, 64, 64]","[-487, -472, -462, -456, -451, -444, -441, -437, -434, -431, -429, -426, -424, -421, -420]","[179, 177, 175, 173, 173, 171, 171, 170, 170, 169, 169, 168, 168, 168, 167]","[227, 221, 218, 213, 212, 209, 207, 205, 203, 202, 202, 200, 199, 199, 198]","[36, 34, 32, 32, 31, 31, 31, 30, 30, 29, 29, 28, 29, 29, 29]"
fr_collision,"[-5, -5, -4, -4, -5, -6, -6, -5, -5, -6, 0, -2, -6, -4, -2]","[-2, 0, -2, -2, 0, 1, 3, 1, 3, 4, 1, 4, 10, 7, 7]","[48, 36, 44, 38, 32, 27, 23, 24, 25, 24, 24, 11, 7, 13, 11]","[7, 7, 13, 14, 12, 13, 9, 10, 8, 6, 11, 8, -1, 9, 6]","[-9, -9, -9, -9, -8, -10, -11, -10, -9, -9, 0, 2, -1, 3, 2]","[-1, -1, -1, -3, -1, 0, -2, -2, 0, 0, -2, 2, 1, 2, 2]"
obstruction,"[-4, -1, -6, -7, -6, -8, -6, -7, -3, 4, 0, 1, 2, 3, 4]","[7, 8, 9, 12, 14, 21, 26, 35, 48, 57, 52, 48, 47, 45, 44]","[10, 10, -11, -39, -65, -100, -119, -169, -239, -301, -296, -276, -264, -257, -252]","[5, 4, 26, 34, 49, 52, 61, 77, 102, 139, 139, 133, 129, 125, 123]","[0, 4, 3, 4, 10, 15, 25, 43, 70, 102, 95, 94, 94, 92, 94]","[1, 2, 0, -1, 0, 0, 3, 6, 9, 16, 12, 13, 14, 15, 15]"
fr_collision,"[-3, -2, 0, -2, -1, 0, -1, -4, -2, -2, -4, -4, -6, -10, -8]","[0, 0, -5, -1, -5, -6, -6, -4, -8, -6, -6, -7, -9, -8, -9]","[46, 58, 53, 49, 47, 50, 43, 33, 39, 26, 22, 10, 6, 8, 4]","[0, 3, 10, 7, 14, 22, 23, 21, 34, 35, 36, 42, 50, 54, 58]","[-5, -5, 0, -6, 0, 1, 3, -1, 3, 5, 2, 3, -4, -12, -11]","[1, 0, 0, 0, -1, 0, -1, -1, -2, -2, -2, -3, -5, -7, -7]"
fr_collision,"[-15, -15, -14, -16, -14, -15, -14, -15, -16, -20, -24, -27, -26, -26, -28]","[-9, -8, -9, -10, -9, -10, -12, -12, -9, -9, -9, -12, -15, -15, -13]","[-26, -27, -26, -29, -24, -33, -43, -53, -71, -88, -90, -114, -138, -160, -181]","[70, 74, 76, 74, 80, 84, 93, 99, 96, 106, 111, 131, 151, 162, 172]","[-22, -20, -23, -22, -19, -15, -11, -10, -8, -8, -21, -20, -14, -4, 1]","[-11, -11, -12, -10, -11, -10, -11, -11, -12, -14, -15, -16, -16, -15, -14]"
obstruction,"[-29, -29, -26, -25, -25, -35, -69, -98, -110, -107, -105, -102, -104, -104, -105]","[-10, -4, -3, 2, 7, 16, 49, 73, 83, 76, 71, 67, 66, 64, 63]","[-208, -246, -300, -386, -486, -644, -783, -961, -1018, -986, -957, -939, -927, -918, -912]","[180, 192, 220, 255, 297, 363, 357, 400, 410, 408, 404, 407, 400, 396, 394]","[12, 24, 55, 92, 130, 167, 135, 124, 118, 112, 112, 100, 107, 101, 100]","[-11, -10, -6, -2, 0, -1, -11, -21, -21, -25, -26, -28, -22, -23, -25]"
fr_collision,"[4, 4, 5, 6, 7, 7, 8, 6, 8, 12, 13, 13, 14, 17, 19]","[6, 8, 8, 8, 8, 8, 7, 9, 11, 9, 7, 13, 14, 15, 14]","[50, 44, 41, 39, 39, 32, 37, 32, 26, 31, 25, 9, 12, 4, 2]","[-25, -26, -29, -26, -29, -32, -30, -33, -38, -37, -36, -41, -41, -46, -42]","[1, 2, 3, 2, 4, 4, 1, 1, -1, 4, 7, 8, 5, 14, 10]","[0, -1, -2, -2, -2, -2, -2, -2, -4, -5, -5, -5, -6, -7, -7]"
obstruction,"[21, 23, 28, 31, 35, 39, 45, 52, 60, 70, 81, 94, 109, 125, 148]","[15, 18, 16, 20, 21, 26, 27, 31, 31, 36, 39, 47, 52, 60, 69]","[-14, -27, -26, -42, -55, -68, -83, -110, -135, -163, -199, -243, -294, -346, -411]","[-46, -49, -47, -55, -55, -60, -63, -66, -65, -69, -71, -78, -80, -88, -95]","[16, 14, 25, 25, 33, 35, 45, 51, 64, 77, 93, 112, 134, 154, 191]","[-7, -10, -9, -8, -10, -10, -9, -9, -8, -8, -4, -2, 1, 4, 8]"
obstruction,"[171, 198, 222, 253, 287, 324, 338, 340, 339, 338, 336, 340, 339, 342, 342]","[86, 96, 112, 126, 142, 158, 162, 160, 158, 155, 154, 151, 154, 154, 154]","[-486, -566, -667, -780, -930, -1108, -1145, -1104, -1077, -1074, -1051, -1041, -1036, -1036, -1036]","[-113, -125, -136, -142, -138, -133, -125, -124, -126, -122, -127, -140, -134, -118, -118]","[222, 261, 290, 327, 362, 389, 419, 433, 437, 462, 454, 458, 471, 466, 466]","[13, 15, 20, 22, 27, 29, 32, 35, 37, 39, 37, 39, 42, 44, 44]"
fr_collision,"[-6, -7, -9, -8, -8, -8, -8, -9, -11, -10, -10, -11, -12, -13, -13]","[3, 2, 5, 1, 2, 2, 0, 2, 3, 4, 2, 2, 3, 4, 2]","[52, 52, 46, 53, 43, 46, 46, 39, 42, 40, 39, 38, 23, 26, 15]","[-15, -17, -21, -15, -16, -17, -16, -20, -22, -22, -21, -24, -24, -29, -25]","[-17, -20, -22, -20, -20, -22, -21, -22, -27, -23, -24, -22, -24, -27, -25]","[3, 3, 4, 5, 5, 5, 5, 5, 6, 5, 5, 6, 5, 5, 6]"
